CREATEDAT,LOADER_CASE,DEVICE_INFO,APP_VERSION,DURATION_RANGE,RECORD_COUNT
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,10000+ ms,8
2026-05-26,DOCUMENT_SELECTION_ISSUED_LIST,ANDROID,6.7.0,10000+ ms,16
2026-05-26,QR_VERIFICATION,ANDROID,6.7.0,10000+ ms,299
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.0,10000+ ms,216
2026-05-26,DOCUMENTS_LIST,ANDROID,6.5.0,10000+ ms,14
2026-05-26,DOWNLOAD_SELF_SIGN_DOCUMENT,ANDROID,6.7.0,10000+ ms,15
2026-05-26,UPLOADED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,10000+ ms,37
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,10000+ ms,37
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,10000+ ms,4105
2026-05-26,ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,10000+ ms,6364
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,10000+ ms,230
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.2,10000+ ms,176
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.1,10000+ ms,2
2026-05-26,DOCUMENTS_LIST,ANDROID,6.7.0,10000+ ms,1462
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.7.0,10000+ ms,2623
2026-05-26,SHARE_DOCUMENT,ANDROID,6.7.0,10000+ ms,15
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,10000+ ms,64
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,10000+ ms,294
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,10000+ ms,61
2026-05-26,NON_ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,10000+ ms,192
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,10000+ ms,316
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,10000+ ms,33
2026-05-26,DOCUMENTS_LIST,ANDROID,6.5.1,10000+ ms,35
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,10000+ ms,9
2026-05-26,DOWNLOAD_DOCUMENT,ANDROID,6.7.0,10000+ ms,18
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,10000+ ms,219
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,1001-5000 ms,51
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.2,1001-5000 ms,2177
2026-05-26,DOCUMENTS_LIST,ANDROID,6.5.1,1001-5000 ms,572
2026-05-26,NOTIFICATIONS_LIST,ANDROID,6.7.0,1001-5000 ms,9136
2026-05-26,DOCUMENTS_LIST,ANDROID,6.7.0,1001-5000 ms,69837
2026-05-26,ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,1001-5000 ms,9314
2026-05-26,NON_ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,1001-5000 ms,4093
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.0,1001-5000 ms,3032
2026-05-26,UPLOADED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,1001-5000 ms,197
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,1001-5000 ms,315
2026-05-26,QR_VERIFICATION,ANDROID,6.7.0,1001-5000 ms,1110
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,1001-5000 ms,28
2026-05-26,DOCUMENTS_LIST,ANDROID,6.5.0,1001-5000 ms,248
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,1001-5000 ms,34
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.7.0,1001-5000 ms,7366
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.1,1001-5000 ms,100
2026-05-26,DOWNLOAD_DOCUMENT,ANDROID,6.7.0,1001-5000 ms,232
2026-05-26,SHARE_DOCUMENT,ANDROID,6.7.0,1001-5000 ms,128
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,1001-5000 ms,225
2026-05-26,DOCUMENT_SELECTION_ISSUED_LIST,ANDROID,6.7.0,1001-5000 ms,12
2026-05-26,ISSUERS_LIST,ANDROID,6.7.0,1001-5000 ms,31042
2026-05-26,DOWNLOAD_SELF_SIGN_DOCUMENT,ANDROID,6.7.0,1001-5000 ms,27
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,1001-5000 ms,362
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,1001-5000 ms,261
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,1001-5000 ms,10
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,1001-5000 ms,65
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,1001-5000 ms,10
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,1001-5000 ms,11240
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,101-500 ms,6
2026-05-26,UPLOADED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,101-500 ms,155
2026-05-26,NOTIFICATIONS_LIST,ANDROID,6.7.0,101-500 ms,46891
2026-05-26,DOCUMENTS_LIST,ANDROID,6.7.0,101-500 ms,27
2026-05-26,DOCUMENT_SELECTION_ISSUED_LIST,ANDROID,6.7.0,101-500 ms,5
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,101-500 ms,1
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,101-500 ms,1
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,101-500 ms,1
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.7.0,101-500 ms,3829
2026-05-26,DOWNLOAD_SELF_SIGN_DOCUMENT,ANDROID,6.7.0,101-500 ms,14
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,101-500 ms,29
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,101-500 ms,112
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,101-500 ms,38
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,101-500 ms,10
2026-05-26,NON_ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,101-500 ms,43792
2026-05-26,DOWNLOAD_DOCUMENT,ANDROID,6.7.0,101-500 ms,1
2026-05-26,ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,101-500 ms,32
2026-05-26,QR_VERIFICATION,ANDROID,6.7.0,101-500 ms,542
2026-05-26,ISSUERS_LIST,ANDROID,6.7.0,101-500 ms,12
2026-05-26,SHARE_DOCUMENT,ANDROID,6.7.0,5001-10000 ms,14
2026-05-26,ISSUERS_LIST,ANDROID,6.7.0,5001-10000 ms,1325
2026-05-26,ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,5001-10000 ms,7973
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.0,5001-10000 ms,303
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.2,5001-10000 ms,242
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,5001-10000 ms,4
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,5001-10000 ms,14
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.7.0,5001-10000 ms,930
2026-05-26,DOCUMENT_SELECTION_ISSUED_LIST,ANDROID,6.7.0,5001-10000 ms,1
2026-05-26,DOCUMENTS_LIST,ANDROID,6.5.1,5001-10000 ms,63
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,5001-10000 ms,157
2026-05-26,DOCUMENTS_LIST,ANDROID,6.7.0,5001-10000 ms,2666
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,5001-10000 ms,41
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,5001-10000 ms,36
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,5001-10000 ms,6
2026-05-26,DOCUMENTS_LIST,ANDROID,6.5.0,5001-10000 ms,18
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.1,5001-10000 ms,16
2026-05-26,DOWNLOAD_SELF_SIGN_DOCUMENT,ANDROID,6.7.0,5001-10000 ms,7
2026-05-26,NON_ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,5001-10000 ms,234
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,5001-10000 ms,4439
2026-05-26,QR_VERIFICATION,ANDROID,6.7.0,5001-10000 ms,91
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,5001-10000 ms,3
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,5001-10000 ms,117
2026-05-26,NOTIFICATIONS_LIST,ANDROID,6.7.0,5001-10000 ms,955
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,5001-10000 ms,4
2026-05-26,DOWNLOAD_DOCUMENT,ANDROID,6.7.0,5001-10000 ms,20
2026-05-26,UPLOADED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,5001-10000 ms,32
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,5001-10000 ms,27
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,501-1000 ms,19
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,501-1000 ms,3
2026-05-26,NON_ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,501-1000 ms,7411
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,501-1000 ms,12
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,501-1000 ms,37
2026-05-26,DOCUMENT_SELECTION_ISSUED_LIST,ANDROID,6.7.0,501-1000 ms,24
2026-05-26,DOWNLOAD_DOCUMENT,ANDROID,6.7.0,501-1000 ms,26
2026-05-26,UPLOADED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,501-1000 ms,178
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,501-1000 ms,7
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,501-1000 ms,342
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,501-1000 ms,991
2026-05-26,ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,501-1000 ms,14
2026-05-26,QR_VERIFICATION,ANDROID,6.7.0,501-1000 ms,2209
2026-05-26,DOWNLOAD_SELF_SIGN_DOCUMENT,ANDROID,6.7.0,501-1000 ms,22
2026-05-26,SHARE_DOCUMENT,ANDROID,6.7.0,501-1000 ms,14
2026-05-26,NOTIFICATIONS_LIST,ANDROID,6.7.0,501-1000 ms,7955
2026-05-26,DOCUMENTS_LIST,ANDROID,6.7.0,501-1000 ms,7
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,501-1000 ms,61
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,501-1000 ms,1
2026-05-26,ISSUERS_LIST,ANDROID,6.7.0,501-1000 ms,6
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,501-1000 ms,3
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,501-1000 ms,262
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.7.0,501-1000 ms,13659
2026-05-26,NOTIFICATIONS_LIST,ANDROID,6.7.0,51-100 ms,2128
2026-05-26,ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,51-100 ms,5
2026-05-26,NON_ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,51-100 ms,81
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,< 0 ms,2
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.0,< 0 ms,4
2026-05-26,ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,< 0 ms,55
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.2,< 0 ms,4
2026-05-26,DOCUMENTS_LIST,ANDROID,6.7.0,< 0 ms,78
2026-05-26,ISSUERS_LIST,ANDROID,6.7.0,< 0 ms,8
2026-05-26,DOWNLOAD_DOCUMENT,ANDROID,6.7.0,= 0 ms,4
2026-05-26,DOCUMENT_SELECTION_ISSUED_LIST,ANDROID,6.7.0,= 0 ms,1
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,= 0 ms,163
2026-05-26,ISSUERS_LIST,ANDROID,6.7.0,= 0 ms,1948
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,= 0 ms,64
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.2,= 0 ms,201
2026-05-26,DOCUMENTS_LIST,ANDROID,6.5.1,= 0 ms,37
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,= 0 ms,196
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.7.0,= 0 ms,200
2026-05-26,NON_ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,= 0 ms,364
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,= 0 ms,4
2026-05-26,DOWNLOAD_SELF_SIGN_DOCUMENT,ANDROID,6.7.0,= 0 ms,3
2026-05-26,QR_VERIFICATION,ANDROID,6.7.0,= 0 ms,18
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.0,= 0 ms,237
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,= 0 ms,537
2026-05-26,SHARE_DOCUMENT,ANDROID,6.7.0,= 0 ms,2
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,= 0 ms,24
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,= 0 ms,181
2026-05-26,ACTIONABLE_NOTIFICATION_DETAILS,ANDROID,6.7.0,= 0 ms,2261
2026-05-26,NOTIFICATIONS_LIST,ANDROID,6.7.0,= 0 ms,2936
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,= 0 ms,21
2026-05-26,DOCUMENTS_LIST,ANDROID,6.5.0,= 0 ms,13
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,= 0 ms,54
2026-05-26,DOCUMENTS_LIST,ANDROID,6.6.1,= 0 ms,7
2026-05-26,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,= 0 ms,234
2026-05-26,UPLOADED_DOCUMENT_EVIDENCE,ANDROID,6.7.0,= 0 ms,7
2026-05-26,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,= 0 ms,4
2026-05-26,DOCUMENTS_LIST,ANDROID,6.7.0,= 0 ms,6216
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,10000+ ms,11
2026-04-22,DOCUMENTS_LIST,IOS,6.5.0,10000+ ms,24
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,10000+ ms,42
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,10000+ ms,459
2026-04-22,DOCUMENTS_LIST,IOS,6.6.2,10000+ ms,487
2026-04-22,DOCUMENTS_LIST,IOS,6.6.0,10000+ ms,190
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,10000+ ms,177
2026-04-22,DOCUMENTS_LIST,IOS,6.6.1,10000+ ms,220
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,10000+ ms,136
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,10000+ ms,1363
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,10000+ ms,526
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,10000+ ms,385
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,1001-5000 ms,765
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,1001-5000 ms,855
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,1001-5000 ms,1103
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,1001-5000 ms,2624
2026-04-22,DOCUMENTS_LIST,IOS,6.6.1,1001-5000 ms,2135
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,1001-5000 ms,310
2026-04-22,DOCUMENTS_LIST,IOS,6.6.0,1001-5000 ms,1681
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,1001-5000 ms,103
2026-04-22,DOCUMENTS_LIST,IOS,6.6.2,1001-5000 ms,4825
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,1001-5000 ms,214
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,1001-5000 ms,20
2026-04-22,DOCUMENTS_LIST,IOS,6.5.0,1001-5000 ms,195
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,5001-10000 ms,141
2026-04-22,DOCUMENTS_LIST,IOS,6.6.0,5001-10000 ms,228
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,5001-10000 ms,32
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,5001-10000 ms,118
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,5001-10000 ms,14
2026-04-22,DOCUMENTS_LIST,IOS,6.5.0,5001-10000 ms,30
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,5001-10000 ms,2
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,5001-10000 ms,205
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,5001-10000 ms,516
2026-04-22,DOCUMENTS_LIST,IOS,6.6.2,5001-10000 ms,596
2026-04-22,DOCUMENTS_LIST,IOS,6.6.1,5001-10000 ms,270
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,5001-10000 ms,37
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,501-1000 ms,2924
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,501-1000 ms,7046
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,501-1000 ms,200
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,501-1000 ms,171
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,501-1000 ms,5
2026-04-22,DOCUMENTS_LIST,IOS,6.6.1,501-1000 ms,9288
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,501-1000 ms,429
2026-04-22,DOCUMENTS_LIST,IOS,6.5.0,501-1000 ms,669
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,501-1000 ms,2020
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,501-1000 ms,83
2026-04-22,DOCUMENTS_LIST,IOS,6.6.2,501-1000 ms,22318
2026-04-22,DOCUMENTS_LIST,IOS,6.6.0,501-1000 ms,6977
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,< 0 ms,13
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,< 0 ms,3
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,< 0 ms,4
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,< 0 ms,1
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,= 0 ms,52
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,= 0 ms,334
2026-04-22,DOCUMENTS_LIST,IOS,6.6.1,= 0 ms,9461
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,= 0 ms,4686
2026-04-22,DOCUMENTS_LIST,IOS,6.5.0,= 0 ms,619
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,= 0 ms,764
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,= 0 ms,504
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,= 0 ms,10980
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,= 0 ms,3370
2026-04-22,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,= 0 ms,1803
2026-04-22,DOCUMENTS_LIST,IOS,6.6.0,= 0 ms,6581
2026-04-22,DOCUMENTS_LIST,IOS,6.6.2,= 0 ms,22055
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,10000+ ms,82
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,10000+ ms,7
2026-04-23,DOCUMENTS_LIST,IOS,6.6.2,10000+ ms,629
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,10000+ ms,219
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,10000+ ms,34
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,10000+ ms,61
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,10000+ ms,1862
2026-04-23,DOCUMENTS_LIST,IOS,6.6.0,10000+ ms,90
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,10000+ ms,625
2026-04-23,DOCUMENTS_LIST,IOS,6.5.0,10000+ ms,17
2026-04-23,DOCUMENTS_LIST,IOS,6.6.1,10000+ ms,99
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,10000+ ms,199
2026-04-23,DOCUMENTS_LIST,IOS,6.5.0,1001-5000 ms,160
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,1001-5000 ms,1142
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,1001-5000 ms,4454
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,1001-5000 ms,109
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,1001-5000 ms,507
2026-04-23,DOCUMENTS_LIST,IOS,6.6.2,1001-5000 ms,6990
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,1001-5000 ms,13
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,1001-5000 ms,572
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,1001-5000 ms,122
2026-04-23,DOCUMENTS_LIST,IOS,6.6.1,1001-5000 ms,858
2026-04-23,DOCUMENTS_LIST,IOS,6.6.0,1001-5000 ms,1116
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,1001-5000 ms,135
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,5001-10000 ms,25
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,5001-10000 ms,78
2026-04-23,DOCUMENTS_LIST,IOS,6.5.0,5001-10000 ms,27
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,5001-10000 ms,214
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,5001-10000 ms,631
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,5001-10000 ms,4
2026-04-23,DOCUMENTS_LIST,IOS,6.6.1,5001-10000 ms,120
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,5001-10000 ms,8
2026-04-23,DOCUMENTS_LIST,IOS,6.6.2,5001-10000 ms,864
2026-04-23,DOCUMENTS_LIST,IOS,6.6.0,5001-10000 ms,144
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,5001-10000 ms,74
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,5001-10000 ms,18
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,501-1000 ms,1099
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,501-1000 ms,987
2026-04-23,DOCUMENTS_LIST,IOS,6.5.0,501-1000 ms,712
2026-04-23,DOCUMENTS_LIST,IOS,6.6.0,501-1000 ms,4293
2026-04-23,DOCUMENTS_LIST,IOS,6.6.1,501-1000 ms,3517
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,501-1000 ms,165
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,501-1000 ms,7
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,501-1000 ms,39
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,501-1000 ms,9678
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,501-1000 ms,52
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,501-1000 ms,607
2026-04-23,DOCUMENTS_LIST,IOS,6.6.2,501-1000 ms,33814
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,< 0 ms,13
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,< 0 ms,1
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,< 0 ms,2
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,= 0 ms,43
2026-04-23,DOCUMENTS_LIST,IOS,6.6.1,= 0 ms,3079
2026-04-23,DOCUMENTS_LIST,IOS,6.5.0,= 0 ms,624
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,= 0 ms,294
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.1,= 0 ms,207
2026-04-23,DOCUMENTS_LIST,IOS,6.6.0,= 0 ms,3298
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.0,= 0 ms,1772
2026-04-23,DOCUMENTS_LIST,IOS,6.6.2,= 0 ms,29716
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,= 0 ms,2439
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,= 0 ms,1587
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,= 0 ms,15417
2026-04-23,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,= 0 ms,223
2026-04-24,DOCUMENTS_LIST,IOS,6.6.0,10000+ ms,74
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.1,10000+ ms,40
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,IOS,6.5.0,10000+ ms,9
2026-04-24,DOCUMENTS_LIST,IOS,6.5.0,10000+ ms,14
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,IOS,6.6.2,10000+ ms,608
2026-04-24,ISSUED_DOCUMENT_DETAILS,IOS,6.5.0,10000+ ms,35
2026-04-24,ISSUED_DOCUMENT_DETAILS,IOS,6.6.0,10000+ ms,131
2026-04-24,ISSUED_DOCUMENT_DETAILS,IOS,6.6.2,10000+ ms,1719
