CREATEDAT,LOADER_CASE,DEVICE_INFO,APP_VERSION,DURATION_RANGE,RECORD_COUNT
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,10000+ ms,7793
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,10000+ ms,181
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,10000+ ms,3330
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,10000+ ms,7474
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,10000+ ms,3467
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,10000+ ms,375
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,10000+ ms,371
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.1,10000+ ms,85
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.1,10000+ ms,237
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,10000+ ms,163
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.0,10000+ ms,31
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.0,10000+ ms,1912
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.2,10000+ ms,3822
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,10000+ ms,75
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,10000+ ms,59
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.0,1001-5000 ms,34104
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.2,1001-5000 ms,79074
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,1001-5000 ms,99
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.1,1001-5000 ms,1328
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.1,1001-5000 ms,3791
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,1001-5000 ms,185
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,1001-5000 ms,7989
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,1001-5000 ms,3312
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,1001-5000 ms,4377
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,1001-5000 ms,459
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,1001-5000 ms,141
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.0,1001-5000 ms,580
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,1001-5000 ms,405
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,1001-5000 ms,9101
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,1001-5000 ms,63
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.1,101-500 ms,1
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,101-500 ms,6
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,101-500 ms,46
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,101-500 ms,10
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,101-500 ms,1008
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,101-500 ms,411
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,101-500 ms,51
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.2,101-500 ms,18
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,101-500 ms,18
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,101-500 ms,12
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.0,101-500 ms,4
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,5001-10000 ms,1923
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,5001-10000 ms,9
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,5001-10000 ms,41
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.2,5001-10000 ms,5600
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.1,5001-10000 ms,288
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.0,5001-10000 ms,3171
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,5001-10000 ms,81
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,5001-10000 ms,65
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,5001-10000 ms,207
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,5001-10000 ms,1067
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,5001-10000 ms,23
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,5001-10000 ms,443
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,5001-10000 ms,4083
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.0,5001-10000 ms,55
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.1,5001-10000 ms,148
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,501-1000 ms,158
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,501-1000 ms,53
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,501-1000 ms,134
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,501-1000 ms,21
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,501-1000 ms,9
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.2,501-1000 ms,2
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,501-1000 ms,7162
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,501-1000 ms,348
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,501-1000 ms,5
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,501-1000 ms,3024
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,501-1000 ms,461
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,51-100 ms,1
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,51-100 ms,2
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.1,< 0 ms,3
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,< 0 ms,4
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,< 0 ms,2
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.0,< 0 ms,1
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.0,< 0 ms,35
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.2,< 0 ms,58
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,< 0 ms,3
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.1,< 0 ms,1
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,= 0 ms,2345
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,= 0 ms,237
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,= 0 ms,2088
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,= 0 ms,5267
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.1,= 0 ms,100
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,= 0 ms,38
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,= 0 ms,199
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,= 0 ms,95
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.2,= 0 ms,5983
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.0,= 0 ms,2734
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,= 0 ms,4439
2026-04-22,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,= 0 ms,93
2026-04-22,DOCUMENTS_LIST,ANDROID,6.6.1,= 0 ms,321
2026-04-22,DOCUMENTS_LIST,ANDROID,6.5.0,= 0 ms,42
2026-04-22,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,= 0 ms,34
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.0,10000+ ms,1532
2026-04-23,DOCUMENTS_LIST,ANDROID,6.5.0,10000+ ms,50
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,10000+ ms,220
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,10000+ ms,2818
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.1,10000+ ms,108
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,10000+ ms,8114
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,10000+ ms,88
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,10000+ ms,153
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.2,10000+ ms,4113
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,10000+ ms,173
2026-04-23,DOCUMENTS_LIST,ANDROID,6.5.1,10000+ ms,84
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,10000+ ms,227
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,10000+ ms,2730
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,10000+ ms,8564
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,10000+ ms,83
2026-04-23,DOCUMENTS_LIST,ANDROID,6.5.0,1001-5000 ms,616
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,1001-5000 ms,8116
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,1001-5000 ms,131
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,1001-5000 ms,10846
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,1001-5000 ms,334
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,1001-5000 ms,202
2026-04-23,DOCUMENTS_LIST,ANDROID,6.5.1,1001-5000 ms,1428
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.2,1001-5000 ms,87718
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,1001-5000 ms,58
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,1001-5000 ms,218
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.0,1001-5000 ms,27085
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.1,1001-5000 ms,2323
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,1001-5000 ms,2556
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,1001-5000 ms,3768
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,1001-5000 ms,111
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,101-500 ms,9
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,101-500 ms,3
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.2,101-500 ms,7
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,101-500 ms,7
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,101-500 ms,5
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,101-500 ms,68
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,101-500 ms,22
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,101-500 ms,241
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,101-500 ms,1057
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,101-500 ms,247
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.0,101-500 ms,1
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,101-500 ms,12
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,5001-10000 ms,149
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,5001-10000 ms,391
2026-04-23,DOCUMENTS_LIST,ANDROID,6.5.0,5001-10000 ms,63
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,5001-10000 ms,31
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,5001-10000 ms,107
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,5001-10000 ms,1606
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,5001-10000 ms,1183
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.0,5001-10000 ms,2742
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.2,5001-10000 ms,6762
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,5001-10000 ms,4721
2026-04-23,DOCUMENTS_LIST,ANDROID,6.5.1,5001-10000 ms,141
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,5001-10000 ms,54
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,5001-10000 ms,25
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,5001-10000 ms,6
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.1,5001-10000 ms,210
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,501-1000 ms,148
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,501-1000 ms,50
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,501-1000 ms,563
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,501-1000 ms,6
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,501-1000 ms,5
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.2,501-1000 ms,1
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,501-1000 ms,11
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,501-1000 ms,2154
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,501-1000 ms,7207
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,501-1000 ms,119
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,501-1000 ms,162
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,51-100 ms,1
2026-04-23,DOCUMENTS_LIST,ANDROID,6.5.0,< 0 ms,2
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,< 0 ms,4
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,< 0 ms,2
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.2,< 0 ms,58
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,< 0 ms,3
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.0,< 0 ms,26
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,= 0 ms,117
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.0,= 0 ms,2168
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,= 0 ms,95
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,= 0 ms,141
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,= 0 ms,60
2026-04-23,DOCUMENTS_LIST,ANDROID,6.5.0,= 0 ms,38
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,= 0 ms,1944
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.1,= 0 ms,180
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,= 0 ms,5286
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,= 0 ms,6243
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,= 0 ms,51
2026-04-23,DOCUMENTS_LIST,ANDROID,6.6.2,= 0 ms,6697
2026-04-23,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,= 0 ms,145
2026-04-23,DOCUMENTS_LIST,ANDROID,6.5.1,= 0 ms,126
2026-04-23,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,= 0 ms,1707
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,10000+ ms,65
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,10000+ ms,129
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,10000+ ms,162
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.1,10000+ ms,66
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,10000+ ms,151
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,10000+ ms,67
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.0,10000+ ms,1135
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,10000+ ms,2047
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,10000+ ms,8152
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,10000+ ms,147
2026-04-24,DOCUMENTS_LIST,ANDROID,6.5.1,10000+ ms,79
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,10000+ ms,8395
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,10000+ ms,2055
2026-04-24,DOCUMENTS_LIST,ANDROID,6.5.0,10000+ ms,30
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.2,10000+ ms,4046
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.2,1001-5000 ms,85300
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,1001-5000 ms,113
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,1001-5000 ms,2438
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,1001-5000 ms,192
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.1,1001-5000 ms,1315
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,1001-5000 ms,8955
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,1001-5000 ms,67
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,1001-5000 ms,9396
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,1001-5000 ms,61
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,1001-5000 ms,136
2026-04-24,DOCUMENTS_LIST,ANDROID,6.5.0,1001-5000 ms,534
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,1001-5000 ms,164
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,1001-5000 ms,1915
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.0,1001-5000 ms,19351
2026-04-24,DOCUMENTS_LIST,ANDROID,6.5.1,1001-5000 ms,1215
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,101-500 ms,10
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,101-500 ms,43
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,101-500 ms,1184
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,101-500 ms,6
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.2,101-500 ms,14
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,101-500 ms,8
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,101-500 ms,17
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.0,101-500 ms,3
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,101-500 ms,209
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.0,5001-10000 ms,1942
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,5001-10000 ms,65
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,5001-10000 ms,8
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.2,5001-10000 ms,6512
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,5001-10000 ms,39
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,5001-10000 ms,23
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,5001-10000 ms,1032
2026-04-24,DOCUMENTS_LIST,ANDROID,6.5.1,5001-10000 ms,125
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.1,5001-10000 ms,128
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,5001-10000 ms,65
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,5001-10000 ms,1157
2026-04-24,DOCUMENTS_LIST,ANDROID,6.5.0,5001-10000 ms,53
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,5001-10000 ms,4183
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,5001-10000 ms,13
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,5001-10000 ms,273
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,501-1000 ms,1772
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,501-1000 ms,8333
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,501-1000 ms,88
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,501-1000 ms,607
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,501-1000 ms,110
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,501-1000 ms,55
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,501-1000 ms,109
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,501-1000 ms,9
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,501-1000 ms,3
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,501-1000 ms,2
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.2,501-1000 ms,4
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,< 0 ms,3
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,< 0 ms,2
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.0,< 0 ms,20
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.2,< 0 ms,45
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,< 0 ms,2
2026-04-24,DOCUMENTS_LIST,ANDROID,6.5.1,< 0 ms,2
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.1,< 0 ms,1
2026-04-24,DOCUMENTS_LIST,ANDROID,6.5.1,= 0 ms,94
2026-04-24,DOCUMENTS_LIST,ANDROID,6.5.0,= 0 ms,42
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,= 0 ms,97
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,= 0 ms,67
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,= 0 ms,1306
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,= 0 ms,1177
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,= 0 ms,39
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,= 0 ms,68
2026-04-24,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,= 0 ms,6148
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.2,= 0 ms,6318
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,= 0 ms,90
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,= 0 ms,30
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.1,= 0 ms,91
2026-04-24,DOCUMENTS_LIST,ANDROID,6.6.0,= 0 ms,1454
2026-04-24,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,= 0 ms,5225
2026-04-25,DOCUMENTS_LIST,ANDROID,6.5.1,10000+ ms,66
2026-04-25,DOCUMENTS_LIST,ANDROID,6.6.2,10000+ ms,3767
2026-04-25,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,10000+ ms,7221
2026-04-25,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.0,10000+ ms,54
2026-04-25,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,10000+ ms,168
2026-04-25,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.0,10000+ ms,1419
2026-04-25,DOCUMENTS_LIST,ANDROID,6.5.0,10000+ ms,16
2026-04-25,DOCUMENTS_LIST,ANDROID,6.6.1,10000+ ms,44
2026-04-25,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.2,10000+ ms,6889
2026-04-25,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,10000+ ms,1445
2026-04-25,DOCUMENTS_LIST,ANDROID,6.6.0,10000+ ms,884
2026-04-25,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.0,10000+ ms,48
2026-04-25,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.1,10000+ ms,80
2026-04-25,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.5.1,10000+ ms,148
2026-04-25,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,10000+ ms,59
2026-04-25,ISSUED_DOCUMENT_DETAILS,ANDROID,6.5.1,1001-5000 ms,121
2026-04-25,DOCUMENTS_LIST,ANDROID,6.6.2,1001-5000 ms,75966
2026-04-25,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.1,1001-5000 ms,92
2026-04-25,DOCUMENTS_LIST,ANDROID,6.5.0,1001-5000 ms,381
2026-04-25,ISSUED_DOCUMENT_EVIDENCE,ANDROID,6.6.0,1001-5000 ms,1418
2026-04-25,ISSUED_DOCUMENT_DETAILS,ANDROID,6.6.2,1001-5000 ms,7281
2026-04-25,DOCUMENTS_LIST,ANDROID,6.5.1,1001-5000 ms,1096
2026-04-25,DOCUMENTS_LIST,ANDROID,6.6.1,1001-5000 ms,817
