CREATED_AT, VIZ_TYPE, ALIAS_NAME, UAEPASS_AUTHENTICATION, ORIGIN, USER_AGENT, REQUIRED_DOC_NAMES, NOTIFICATION_STATE, MANDATORY_DOCS_AVAILABLE, MANDATORY_DOCS_FULFILLED, FIRST_READ_MANDATORY_DOCS_AVAILABLE, FIRST_READ_MANDATORY_DOCS_FULFILLED,CREDENTIAL_REQUEST,CREDENTIAL_STATUS, CONSENT_GIVEN, PIN_GIVEN, STATUS, ERROR_CATEGORIZATION, FAILURE_REASON, DOC_AVAILIBILITY, COUNT, NOTIFIED_SUCCESSFULLY,APP_RELEASE
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,41,NA,6.4.0
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,49,NA,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,3,NA,6.4.0
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,4,NA,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,Yes,Success,No,No,User Rejected,,,Required Docs Not Available,2,NA,6.4.0
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,Yes,Success,No,No,User Rejected,,,Required Docs Not Available,2,NA,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,Yes,Yes,No,No,Yes,Success,No,No,User Rejected,,,Required Docs Available,1,NA,6.4.0
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,Yes,Yes,No,No,Yes,Success,No,No,User Rejected,,,Required Docs Available,1,NA,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,Yes,Yes,Yes,Yes,No,,No,No,User Rejected,,,Required Docs Available,4,NA,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,,"Emirates ID Card, Passport",Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,6,NA,NA
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,MOBILE,,"Emirates ID Card, Residence Visa",Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,170,NA,NA
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Available,1,YES,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.0
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,1,YES,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.3.0
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,4,YES,6.4.0
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.4.1
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Rejected,Yes,Yes,Yes,Yes,No,,Yes,No,User Rejected,,,Required Docs Available,1,YES,6.4.0
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.4.0
15-Nov-25,Push,ruya,DV with UAEPASS Authentication,WEB,,"Emirates ID Card, Residence Visa",Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,1,YES,NA
15-Nov-25,Push,xCube,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.1
15-Nov-25,Push,xCube,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,1,NA,6.4.0
15-Nov-25,Push,xCube,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,3,NA,6.4.0
15-Nov-25,Push,xCube,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,3,NA,6.4.1
15-Nov-25,Push,xCube,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.0
15-Nov-25,Push,xCube,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.1
15-Nov-25,Push,xCube,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,5.10.1
15-Nov-25,Push,xCube,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,3,NA,6.4.0
15-Nov-25,Push,xCube,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,3,NA,6.4.1
16-Nov-25,Pull,Arab Bank,DV Only,MOBILE,IOS,"Emirates ID Card, Passport",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.1
16-Nov-25,Pull,Arab Bank,DV Only,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.1
16-Nov-25,Pull,Arab Bank,DV Only,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,2,NA,6.1.3
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.2.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,4,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,5,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,Yes,Yes,Yes,Success,Yes,No,Failed,Failed before PIN page,CREDENTIAL_INVALIDATED_BY_ISSUER,Required Docs Available,2,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Available,2,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,9,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,24,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,2,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,Failed,Failed before PIN page,ISSUER_DOCUMENT_RETRIVAL_FAILURE,Required Docs Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,No Action Taken,,,Required Docs Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,No Action Taken,,,Required Docs Available,3,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,DATA_RETREIVAL_ERROR_FROM_REDIS,Required Docs Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,SIGNING_FAILED,Required Docs Available,1,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,No Action Taken,,,Required Docs Available,2,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.2.2
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,19,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,38,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,1,NA,6.2.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,1,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Rejected,Yes,Yes,No,No,Yes,Success,No,No,User Rejected,,,Required Docs Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,4,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,No,No Action Taken,,,Required Docs Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,SERVER_ERROR,Required Docs Available,2,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,8,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,8,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,No,No,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,No,No,Yes,Yes,Yes,Success,Yes,No,Failed,Failed before PIN page,CREDENTIAL_INVALIDATED_BY_ISSUER,Required Docs Available,1,NA,6.2.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,No,No Action Taken,,,Required Docs Available,1,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Failed,Failed after PIN page,SERVER_ERROR,Required Docs Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Failed,Failed after PIN page,SERVER_ERROR,Required Docs Available,7,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,5.10.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.1.3
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.3.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,4,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,17,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,2,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,SERVER_ERROR,Required Docs Available,2,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,SERVER_ERROR,Required Docs Available,3,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,SIGNING_TIMEOUT,Required Docs Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.1.2
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.2.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.2.2
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,3,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,25,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,1,NA,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,3,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,Yes,Success,No,No,User Rejected,,,Required Docs Not Available,1,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,Yes,Yes,No,No,Yes,Success,No,No,User Rejected,,,Required Docs Available,1,NA,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,,Emirates ID Card,Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,4,NA,NA
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,MOBILE,,"Emirates ID Card, Residence Visa",Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,24,NA,NA
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,3,YES,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Available,1,YES,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,1,YES,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,YES,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.1.5
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,YES,6.4.1
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.4.0
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,,Emirates ID Card,Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,6,YES,NA
16-Nov-25,Push,AAE,DV with UAEPASS Authentication,WEB,,"Emirates ID Card, Residence Visa",Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,5,YES,NA
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,2,YES,6.4.0
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,YES,6.4.1
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,5,YES,6.4.1
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,SIGNING_TIMEOUT,Required Docs Available,1,YES,6.4.1
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.0
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,10,YES,6.4.1
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Passport",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.0
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NO,6.4.1
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.0.0
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.0
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,6,YES,6.4.1
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NO,6.4.1
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.4.0
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,6,YES,6.4.1
16-Nov-25,Push,ADCB,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.4.1
16-Nov-25,Push,ADIB,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,5.10.0
16-Nov-25,Push,ADIB,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,5.9.0
16-Nov-25,Push,ADIB,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.2.0
16-Nov-25,Push,ADIB,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,40,NA,6.4.0
16-Nov-25,Push,ADIB,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,94,NA,6.4.1
16-Nov-25,Push,ADIB,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,No,No,No,No,Yes,Failed,No,No,Failed,,DOCUMENT REQUEST FAILED,Required Docs Not Available,2,NA,6.4.0
16-Nov-25,Push,ADIB,DV with UAEPASS Authentication,MOBILE,Android,Emirates ID Card,Read,No,No,No,No,Yes,Failed,No,No,Failed,,DOCUMENT REQUEST FAILED,Required Docs Not Available,1,NA,6.4.1
